"day","cases","Pr","Pr_lower","Pr_upper","Pr_IQR_lower","Pr_IQR_upper","Pr_outbreak2021","Pr_outbreak2021_lower","Pr_outbreak2021_upper","Pr_outbreak2021_IQR_lower","Pr_outbreak2021_IQR_upper","R0_par","k_par"
57,0,0.5435155,0.359416075,0.738032625,0.47477825,0.61386725,0.0415891,0.003259883,0.1274858,0.0219955,0.0663161,1.2,0.11
58,0,0.511559,0.324587575,0.71799655,0.44054025,0.5857705,0.0232116,0.0009728975,0.1021252,0.00988701,0.0438098,1.2,0.11
59,0,0.4802345,0.291267325,0.697933825,0.40684925,0.5575195,0.0118305,0.0001483152,0.0802703,0.00409283,0.0269928,1.2,0.11
60,0,0.449264,0.260109775,0.677996075,0.37422575,0.52952775,0.00564099,-0.0002307265,0.06178855,0.00172357,0.015743,1.2,0.11
61,0,0.419122,0.231051225,0.6577251,0.34326025,0.5017485,0.00274027,-0.0004636092,0.04670963,0.000728621,0.00888117,1.2,0.11
62,0,0.390001,0.2039925,0.637766,0.313435,0.47463,0.00145702,-0.0006283227,0.0348907899999998,0.00028695,0.00498796,1.2,0.11
63,0,0.3622455,0.178841,0.61767715,0.28496175,0.44838825,0.000822157,-0.000751014,0.02591378,6.60314e-05,0.00303109,1.2,0.11
64,0,0.3357385,0.156387875,0.597892525,0.25850425,0.42302525,0.000510528,-0.0008337944,0.01937137,-6.10429e-05,0.00204193,1.2,0.11
65,0,0.31028,0.13549695,0.57819545,0.23372875,0.39860125,0.000346676,-0.0008949973,0.01477904,-0.000137896,0.00150113,1.2,0.11
66,0,0.2862525,0.116855275,0.55915685,0.21062225,0.375006,0.00025359,-0.0009384001,0.01162302,-0.000189141,0.00118907,1.2,0.11
67,0,0.2634775,0.10022395,0.5406542,0.18922675,0.35266775,0.000201976,-0.0009751439,0.009481404,-0.000223058,0.000996718,1.2,0.11
68,0,0.2422825,0.0854710425,0.52243425,0.1694585,0.33128125,0.000167649,-0.001007119,0.00793546199999999,-0.000244902,0.000884719,1.2,0.11
69,0,0.2224995,0.072229715,0.504329025,0.1514295,0.3108955,0.00014473,-0.001027652,0.006863438,-0.000259258,0.000809395,1.2,0.11
70,0,0.204097,0.060718535,0.48663495,0.134886,0.291453,0.000129691,-0.001053476,0.00622383,-0.000269912,0.00076132,1.2,0.11
71,0,0.186903,0.0507251175,0.469423,0.12005725,0.27320675,0.000118647,-0.001082032,0.00571811199999999,-0.000277353,0.000729097,1.2,0.11
72,0,0.1711365,0.0421718875,0.452250875,0.1064135,0.25617675,0.000111224,-0.001105287,0.005428454,-0.000282674,0.000703072,1.2,0.11
73,0,0.156482,0.0349092775,0.435801775,0.094217475,0.2400965,0.000106421,-0.001133653,0.00515197099999999,-0.000286601,0.000686308,1.2,0.11
74,0,0.143097,0.02866156,0.4198511,0.083223725,0.22498675,0.000101919,-0.001161049,0.00496463099999998,-0.000289686,0.000676211,1.2,0.11
75,0,0.130708,0.0233421775,0.404611975,0.07350345,0.21064025,9.862e-05,-0.001176206,0.004871481,-0.000292591,0.000667375,1.2,0.11
76,0,0.119516,0.0188277025,0.390186675,0.0647419,0.19730125,9.70316e-05,-0.001192598,0.004789512,-0.00029434,0.000659988,1.2,0.11
77,0,0.1091315,0.0151562475,0.375872425,0.05698695,0.18485125,9.52596e-05,-0.001208449,0.004712536,-0.00029571,0.000653516,1.2,0.11
78,0,0.0998084,0.0119464325,0.361905075,0.0501026,0.173099,9.40714e-05,-0.001223807,0.00463527499999999,-0.000297336,0.00064817,1.2,0.11
79,0,0.0912638,0.00927142275,0.34798165,0.04388305,0.1622765,9.2873e-05,-0.001237575,0.004598313,-0.000298009,0.000643186,1.2,0.11
80,0,0.0835176,0.0070686675,0.3349347,0.03850005,0.151985,9.19832e-05,-0.001249495,0.004571341,-0.000298762,0.000640715,1.2,0.11
81,0,0.07626495,0.00535896475,0.322204825,0.0338353,0.142495,9.1398e-05,-0.001262454,0.00453884199999999,-0.00029954,0.000638225,1.2,0.11
82,0,0.0698841,0.00388288725,0.3104321,0.02969695,0.13345275,9.03464e-05,-0.001271095,0.00451611,-0.000300089,0.000636886,1.2,0.11
83,0,0.06407185,0.0026061935,0.29891205,0.02606435,0.12514625,8.95779e-05,-0.001282347,0.004498561,-0.000300701,0.00063537,1.2,0.11
84,0,0.0587106,0.0015978545,0.287427925,0.0229312,0.11733475,8.91711e-05,-0.00129159,0.004492567,-0.000301299,0.000634729,1.2,0.11
85,0,0.053757,0.00075570865,0.276734575,0.020160075,0.110125,8.89343e-05,-0.001295912,0.00446949799999999,-0.000301846,0.000633285,1.2,0.11
86,0,0.04923375,4.91902750000007e-05,0.2661453,0.017794825,0.103336,8.84714e-05,-0.001305295,0.004448407,-0.000302124,0.000631783,1.2,0.11
87,0,0.0451392,-0.000589806075,0.2562264,0.015768825,0.097148475,8.82046e-05,-0.001306426,0.00442410799999999,-0.000302477,0.000630967,1.2,0.11
88,0,0.04142895,-0.00114077975,0.2467273,0.013993975,0.0912149,8.76628e-05,-0.00131081,0.004420226,-0.000302629,0.000630536,1.2,0.11
89,0,0.03811575,-0.00172093425,0.2377451,0.012421175,0.085677775,8.72329e-05,-0.001315583,0.00440633499999999,-0.000302877,0.000629029,1.2,0.11
90,0,0.0350622,-0.002278792,0.228856375,0.011080775,0.08055095,8.69575e-05,-0.001321303,0.004397239,-0.000303076,0.000628642,1.2,0.11
0,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
1,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
2,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
3,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
4,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
5,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
6,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
7,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
8,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
9,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
10,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
11,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
12,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
13,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
14,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
15,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
16,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
17,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
18,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
19,2,1,1,1,1,1,1,1,1,1,1,1.2,0.27
20,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
21,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
22,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
23,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
24,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
25,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
26,4,1,1,1,1,1,1,1,1,1,1,1.2,0.27
27,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
28,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
29,2,1,1,1,1,1,1,1,1,1,1,1.2,0.27
30,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
31,2,1,1,1,1,1,1,1,1,1,1,1.2,0.27
32,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
33,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
34,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
35,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
36,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
37,4,1,1,1,1,1,1,1,1,1,1,1.2,0.27
38,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
39,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
40,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
41,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
42,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
43,1,1,1,1,1,1,1,1,1,1,1,1.2,0.27
44,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
45,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
46,0,1,1,1,1,1,1,1,1,1,1,1.2,0.27
47,1,0.910478,0.832305725,0.959880525,0.88662675,0.93094025,0.525524,0.4396766,0.6219872,0.49616,0.555219,1.2,0.27
48,0,0.8921815,0.80211675,0.951572525,0.86409575,0.916511,0.479202,0.393613,0.5794042,0.448763,0.51037,1.2,0.27
49,0,0.871336,0.768552375,0.9422211,0.83877775,0.9000175,0.431138,0.3497135,0.5343606,0.40055,0.463278,1.2,0.27
50,0,0.847859,0.732414575,0.931292625,0.81063425,0.88129875,0.381881,0.3015561,0.4875312,0.352157,0.414227,1.2,0.27
51,0,0.8218145,0.69294495,0.91902115,0.7795235,0.860281,0.332052,0.245723,0.438721,0.302533,0.364025,1.2,0.27
52,0,0.7931875,0.650993425,0.905146,0.745612,0.83701275,0.280938,0.1827162,0.3887208,0.249173,0.313271,1.2,0.27
53,0,0.7620685,0.60734695,0.88982635,0.70941175,0.81167725,0.227649,0.1184445,0.3386955,0.192573,0.261907,1.2,0.27
54,0,0.728789,0.5621785,0.873067625,0.67125775,0.78411225,0.173577,0.06392312,0.2892909,0.136208,0.21035,1.2,0.27
55,0,0.6938195,0.51642595,0.855119525,0.6313625,0.754971,0.122485,0.02811282,0.2414458,0.0860894,0.160417,1.2,0.27
56,0,0.6574515,0.470955225,0.835997675,0.59060625,0.7244165,0.078972,0.01011632,0.1969446,0.047755,0.114999,1.2,0.27
57,0,0.620421,0.426128975,0.81603825,0.549244,0.692436,0.0461349,0.0032852,0.1567966,0.0232653,0.0773107,1.2,0.27
58,0,0.5829135,0.38296875,0.7947955,0.50836125,0.659738,0.0246193,0.000974584,0.1212871,0.0101373,0.0486615,1.2,0.27
59,0,0.5453885,0.34208255,0.772720075,0.4679845,0.62677975,0.01219,0.0001486583,0.09235094,0.00413424,0.0288343,1.2,0.27
60,0,0.508511,0.302787425,0.7501523,0.42867825,0.593947,0.00571716,-0.0002300618,0.06903276,0.00173061,0.0163659,1.2,0.27
61,0,0.472525,0.266613225,0.727444875,0.3908935,0.561219,0.00275553,-0.0004634777,0.05093187,0.000729799,0.00906527,1.2,0.27
62,0,0.43767,0.23302275,0.704194825,0.3547385,0.5291905,0.00146041,-0.0006281285,0.037147,0.000287179,0.0050431,1.2,0.27
63,0,0.4040605,0.202804,0.681413225,0.32104275,0.49751625,0.000822826,-0.000750921,0.0270561,6.62157e-05,0.00304357,1.2,0.27
64,0,0.3719785,0.175232375,0.658260275,0.288995,0.46731275,0.000510764,-0.0008336903,0.02006476,-6.09253e-05,0.00204746,1.2,0.27
65,0,0.342124,0.150435825,0.635489025,0.259156,0.43820525,0.0003468,-0.0008948664,0.01510344,-0.00013789,0.00150311,1.2,0.27
66,0,0.3137615,0.12858875,0.6130038,0.2319895,0.4104325,0.000253819,-0.0009382681,0.0117891,-0.000189088,0.00118984,1.2,0.27
67,0,0.287225,0.10911785,0.59103145,0.20685075,0.38393775,0.000202013,-0.0009747675,0.00956966199999999,-0.000223042,0.000997161,1.2,0.27
68,0,0.2623775,0.0922177425,0.569757275,0.184019,0.358913,0.000167657,-0.001006968,0.008003303,-0.000244893,0.000885371,1.2,0.27
69,0,0.23954,0.077392935,0.5491141,0.16322775,0.3353915,0.000144784,-0.001027501,0.006882762,-0.000259248,0.000809755,1.2,0.27
70,0,0.2184235,0.0645485025,0.528542525,0.14448875,0.312926,0.000129699,-0.001052862,0.00624653,-0.000269901,0.000761749,1.2,0.27
71,0,0.199097,0.053523685,0.50853135,0.12758525,0.2919295,0.000118649,-0.001081861,0.005732356,-0.000277211,0.000729176,1.2,0.27
72,0,0.1812265,0.044118085,0.489032875,0.112598,0.2723985,0.000111226,-0.001105107,0.00543571,-0.000282662,0.000703146,1.2,0.27
73,0,0.1649715,0.0362361,0.4695822,0.0990291,0.25422375,0.000106428,-0.001132377,0.00515595099999999,-0.000286589,0.000686419,1.2,0.27
74,0,0.150127,0.0296169075,0.45150715,0.08704805,0.23736475,0.000101921,-0.001160849,0.004980914,-0.000289674,0.000676405,1.2,0.27
75,0,0.136613,0.023986935,0.4339625,0.076438875,0.221555,9.86781e-05,-0.001175447,0.004875031,-0.000292578,0.000667508,1.2,0.27
76,0,0.1242825,0.0193338775,0.417082,0.06707975,0.20670275,9.70378e-05,-0.001191542,0.004792952,-0.000294327,0.000660053,1.2,0.27
77,0,0.1131815,0.01545226,0.401105725,0.0588781,0.19306525,9.5261e-05,-0.00120822,0.004715866,-0.000295697,0.00065358,1.2,0.27
78,0,0.1030575,0.01219274,0.385649775,0.0514732,0.180282,9.40727e-05,-0.001223587,0.00463848599999999,-0.000297301,0.000648233,1.2,0.27
79,0,0.09403575,0.0094334235,0.369982325,0.044975275,0.1684805,9.28743e-05,-0.001236557,0.004601474,-0.000297996,0.000643528,1.2,0.27
80,0,0.08574505,0.007158234,0.355059325,0.0393557,0.157384,9.19845e-05,-0.001249264,0.004574462,-0.000298549,0.000640776,1.2,0.27
81,0,0.0781787,0.00543543775,0.340833675000001,0.034489975,0.147165,9.14076e-05,-0.001262214,0.00454192299999999,-0.000299522,0.000638286,1.2,0.27
82,0,0.07141555,0.0039352065,0.327512925,0.03017025,0.13759825,9.04302e-05,-0.001270845,0.004519347,-0.000300076,0.000636947,1.2,0.27
83,0,0.0652857,0.002659439,0.31483755,0.02644495,0.12879675,8.95791e-05,-0.001282084,0.004501582,-0.000300687,0.00063543,1.2,0.27
84,0,0.05981725,0.0016333925,0.30228855,0.023227275,0.12047375,8.91723e-05,-0.00129095,0.004495587,-0.000301286,0.000634789,1.2,0.27
85,0,0.05464985,0.00076947315,0.29041595,0.02039565,0.11283925,8.89354e-05,-0.001295662,0.00447247999999999,-0.000301832,0.000633345,1.2,0.27
86,0,0.0499824,6.12922575000006e-05,0.278686425,0.017956875,0.105731,8.84726e-05,-0.001305036,0.00445172699999999,-0.000302093,0.000631843,1.2,0.27
87,0,0.0457611,-0.000575192924999999,0.26789965,0.01589195,0.099229175,8.82057e-05,-0.001306167,0.00442703899999999,-0.000302463,0.000631027,1.2,0.27
88,0,0.04192465,-0.001137738,0.2573732,0.01408625,0.093038675,8.7664e-05,-0.001310551,0.004423147,-0.000302616,0.000630596,1.2,0.27
89,0,0.03852,-0.001700982,0.247723575,0.0124994,0.087320075,8.7234e-05,-0.001315323,0.00440924599999999,-0.000302864,0.000629088,1.2,0.27
90,0,0.0353913,-0.00226146975,0.23799525,0.01115,0.08195425,8.69587e-05,-0.001321042,0.004400138,-0.000303062,0.000628701,1.2,0.27
0,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
1,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
2,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
3,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
4,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
5,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
6,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
7,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
8,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
9,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
10,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
11,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
12,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
13,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
14,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
15,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
16,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
17,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
18,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
19,2,1,1,1,1,1,1,1,1,1,1,1.2,19.2
20,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
21,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
22,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
23,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
24,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
25,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
26,4,1,1,1,1,1,1,1,1,1,1,1.2,19.2
27,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
28,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
29,2,1,1,1,1,1,1,1,1,1,1,1.2,19.2
30,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
31,2,1,1,1,1,1,1,1,1,1,1,1.2,19.2
32,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
33,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
34,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
35,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
36,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
37,4,1,1,1,1,1,1,1,1,1,1,1.2,19.2
38,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
39,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
40,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
41,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
42,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
43,1,1,1,1,1,1,1,1,1,1,1,1.2,19.2
44,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
45,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
46,0,1,1,1,1,1,1,1,1,1,1,1.2,19.2
47,1,0.9821835,0.953051475,0.995369525,0.9740385,0.98822225,0.794832,0.7230979,0.8610944,0.770344,0.818137,1.2,19.2
48,0,0.9742705,0.935789425,0.99303705,0.96328275,0.98273425,0.747855,0.669431,0.8238682,0.720964,0.774033,1.2,19.2
49,0,0.9636235,0.913353,0.989751575,0.949041,0.975239,0.691972,0.5951042,0.7787922,0.661089,0.721674,1.2,19.2
50,0,0.9494845,0.88459495,0.9852393,0.9303395,0.96517625,0.622873,0.4959994,0.7247241,0.584418,0.658501,1.2,19.2
51,0,0.931104,0.848993425,0.97923705,0.90629625,0.95188325,0.53764,0.3777897,0.6604746,0.488907,0.581838,1.2,19.2
52,0,0.9079455,0.8057088,0.971259575,0.876531,0.93483975,0.438595,0.2551223,0.5855837,0.3805,0.491487,1.2,19.2
53,0,0.879646,0.755658475,0.961092025,0.840676,0.91357175,0.333826,0.147325,0.5018259,0.270648,0.393389,1.2,19.2
54,0,0.846239,0.700121425,0.948498825,0.7993665,0.88811,0.23494,0.07181763,0.4148476,0.174302,0.2963,1.2,19.2
55,0,0.8082145,0.641338475,0.933272525,0.753289,0.85838525,0.152167,0.02947291,0.3305732,0.100608,0.210159,1.2,19.2
56,0,0.766361,0.580781225,0.915572875,0.70382875,0.82522725,0.0909594,0.01030216,0.2557175,0.0520879,0.140133,1.2,19.2
57,0,0.7217315,0.520660275,0.895350625,0.652079,0.7889165,0.0500681,0.00329559,0.193044,0.0242355,0.0883467,1.2,19.2
58,0,0.675494,0.462337725,0.873498725,0.59960425,0.75062825,0.0257014,0.0009759676,0.1436573,0.0103158,0.052969,1.2,19.2
59,0,0.628539,0.40687985,0.85001115,0.54772975,0.710872,0.0124499,0.0001504489,0.1044084,0.00416247,0.0302782,1.2,19.2
60,0,0.582149,0.3554181,0.825367675,0.497235,0.6705565,0.00577377,-0.0002296765,0.07584627,0.00173498,0.0168149,1.2,19.2
61,0,0.5367605,0.308501425,0.799309375,0.44917025,0.6299925,0.00276607,-0.0004631355,0.05441214,0.000731275,0.00919749,1.2,19.2
62,0,0.492695,0.266124775,0.77210465,0.4035375,0.590483,0.00146318,-0.0006278468,0.03904219,0.00028769,0.00507686,1.2,19.2
63,0,0.451155,0.22796665,0.7454462,0.361026,0.5519395,0.00082384,-0.0007508639,0.0278895,6.64254e-05,0.00305535,1.2,19.2
64,0,0.412271,0.194529625,0.718375725,0.3218795,0.514964,0.000511024,-0.0008336193,0.0205136,-6.09212e-05,0.00205212,1.2,19.2
65,0,0.3754705,0.165339225,0.69179665,0.2863645,0.47948675,0.000347098,-0.0008947783,0.01535572,-0.00013782,0.00150446,1.2,19.2
66,0,0.341512,0.1393013,0.665209875,0.25344125,0.44622875,0.000253905,-0.0009381791,0.01185668,-0.000188951,0.00119106,1.2,19.2
67,0,0.31054,0.117255425,0.639203625,0.22403,0.4147445,0.000202128,-0.0009746688,0.009658575,-0.000223031,0.000997854,1.2,19.2
68,0,0.281708,0.098130975,0.61412635,0.1976895,0.38548675,0.000167664,-0.001006868,0.00803243399999999,-0.000244865,0.000885637,1.2,19.2
69,0,0.2553155,0.08157238,0.5899785,0.174044,0.35804625,0.000144815,-0.001027392,0.00690622599999999,-0.000259241,0.000810124,1.2,19.2
70,0,0.23146,0.0675839925,0.566598575,0.15287575,0.3325625,0.000129756,-0.001052698,0.006255021,-0.000269874,0.000761808,1.2,19.2
71,0,0.209699,0.0556355025,0.54387815,0.1342055,0.308802,0.000118657,-0.00108173,0.005739945,-0.000277203,0.00072923,1.2,19.2
72,0,0.190029,0.0456375775,0.521495325,0.1177415,0.28668075,0.000111228,-0.001104978,0.00544368999999999,-0.000282647,0.000703226,1.2,19.2
73,0,0.1721135,0.0372486275,0.49987665,0.103024,0.26646125,0.000106429,-0.001132247,0.005160262,-0.00028658,0.000686467,1.2,19.2
74,0,0.1559735,0.0303457875,0.47860395,0.090094075,0.24766075,0.000101922,-0.001160583,0.00499067,-0.000289665,0.000676452,1.2,19.2
75,0,0.1413175,0.024486295,0.45886155,0.078802225,0.2304655,9.86791e-05,-0.001174938,0.004877441,-0.000292528,0.000667554,1.2,19.2
76,0,0.128178,0.0196893575,0.440077675,0.068872975,0.2144565,9.70387e-05,-0.001191393,0.004795282,-0.000294318,0.000660098,1.2,19.2
77,0,0.1163605,0.0156664175,0.422060975,0.06024745,0.1996345,9.52619e-05,-0.00120807,0.004720179,-0.000295688,0.000653711,1.2,19.2
78,0,0.105571,0.01237313,0.404769425,0.0525668,0.185921,9.40736e-05,-0.001223427,0.00464066699999999,-0.000297236,0.000648397,1.2,19.2
79,0,0.09604025,0.0095515895,0.388146275,0.045766275,0.1732085,9.28752e-05,-0.001236283,0.004603623,-0.000297987,0.00064357,1.2,19.2
80,0,0.0874462,0.0072426255,0.371447275,0.039951925,0.1616005,9.19853e-05,-0.001249104,0.004576591,-0.00029854,0.000640818,1.2,19.2
81,0,0.0795873,0.0055100785,0.355690775,0.034918075,0.15076725,9.14141e-05,-0.001262054,0.00454402199999999,-0.000299496,0.000638328,1.2,19.2
82,0,0.07249005,0.0039817305,0.34113605,0.030536175,0.14074225,9.0431e-05,-0.001270685,0.004521418,-0.000300067,0.000636988,1.2,19.2
83,0,0.0662286,0.00268174975,0.32738135,0.02671,0.1314295,8.95799e-05,-0.001281415,0.004503641,-0.000300678,0.000635471,1.2,19.2
84,0,0.0605601,0.001650662,0.31401885,0.023424075,0.12278625,8.91731e-05,-0.001290349,0.004497637,-0.000301276,0.00063483,1.2,19.2
85,0,0.0552588,0.00078409315,0.3009887,0.02055185,0.1148405,8.89362e-05,-0.001295492,0.00447450999999999,-0.000301823,0.000633386,1.2,19.2
86,0,0.05051225,7.49064600000001e-05,0.288468,0.01807165,0.10747525,8.84734e-05,-0.001304866,0.00445373799999999,-0.000302084,0.000631988,1.2,19.2
87,0,0.046205,-0.0005592679,0.2768749,0.0159776,0.1007445,8.82065e-05,-0.001305996,0.00442901999999999,-0.000302454,0.000631067,1.2,19.2
88,0,0.0422606,-0.00113238975,0.26564065,0.014143875,0.0943539,8.76648e-05,-0.001310368,0.004425127,-0.000302606,0.000630636,1.2,19.2
89,0,0.0388046,-0.001693701,0.25527985,0.012551875,0.0884559,8.72348e-05,-0.001315152,0.00441121599999999,-0.000302854,0.000629128,1.2,19.2
90,0,0.0356293,-0.002254497,0.24495905,0.011188975,0.0829429,8.69594e-05,-0.001320863,0.004402099,-0.000303053,0.000628741,1.2,19.2
0,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
1,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
2,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
3,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
4,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
5,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
6,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
7,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
8,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
9,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
10,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
11,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
12,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
13,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
14,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
15,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
16,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
17,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
18,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
19,2,1,1,1,1,1,1,1,1,1,1,2.5,0.11
20,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
21,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
22,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
23,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
24,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
25,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
26,4,1,1,1,1,1,1,1,1,1,1,2.5,0.11
27,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
28,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
29,2,1,1,1,1,1,1,1,1,1,1,2.5,0.11
30,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
31,2,1,1,1,1,1,1,1,1,1,1,2.5,0.11
32,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
33,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
34,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
35,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
36,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
37,4,1,1,1,1,1,1,1,1,1,1,2.5,0.11
38,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
39,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
40,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
41,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
42,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
43,1,1,1,1,1,1,1,1,1,1,1,2.5,0.11
44,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
45,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
46,0,1,1,1,1,1,1,1,1,1,1,2.5,0.11
47,1,0.92745,0.862084975,0.963967525,0.908622,0.9428405,0.482896,0.3977664,0.6059412,0.453032,0.513971,2.5,0.11
48,0,0.9150975,0.8381743,0.95871735,0.892679,0.933493,0.442229,0.3538606,0.5644036,0.411428,0.475119,2.5,0.11
49,0,0.901195,0.81167285,0.952962525,0.8746765,0.92296675,0.400291,0.3108885,0.5233024,0.368624,0.434414,2.5,0.11
50,0,0.885522,0.782162225,0.946401625,0.854565,0.9111485,0.357231,0.2718588,0.4812553,0.32482,0.392276,2.5,0.11
