"day","cases","Pr","Pr_lower","Pr_upper","Pr_IQR_lower","Pr_IQR_upper","Pr_outbreak2021","Pr_outbreak2021_lower","Pr_outbreak2021_upper","Pr_outbreak2021_IQR_lower","Pr_outbreak2021_IQR_upper","R0_par","k_par"
65,0,0.2092005,0.0876484275,0.4281035,0.154742,0.27557225,0.000202311,-0.0005219311,0.008768676,-8.04361e-05,0.000876644,0.7,0.11
66,0,0.1907845,0.0747959075,0.409879825,0.13796125,0.25662225,0.000148066,-0.0005472388,0.006873341,-0.000110301,0.000693987,0.7,0.11
67,0,0.1738755,0.0633630075,0.39246325,0.12263475,0.23865925,0.000117834,-0.000568524,0.00557406799999999,-0.000130104,0.00058168,0.7,0.11
68,0,0.158204,0.0535285075,0.3758019,0.108771,0.22196625,9.78004e-05,-0.0005873007,0.004664242,-0.000142849,0.000516365,0.7,0.11
69,0,0.143961,0.04490808,0.359734275,0.096260175,0.2064465,8.44294e-05,-0.000599273,0.004017271,-0.000151222,0.000472413,0.7,0.11
70,0,0.1308195,0.0374049375,0.344227775,0.085071675,0.19186325,7.56563e-05,-0.0006142214,0.00364373299999999,-0.000157435,0.000444286,0.7,0.11
71,0,0.118937,0.031078205,0.329120325,0.074986475,0.1782965,6.92133e-05,-0.0006309726,0.00334632,-0.000161775,0.000425404,0.7,0.11
72,0,0.108024,0.025611335,0.314815525,0.06606,0.16576,6.48832e-05,-0.0006445272,0.003173609,-0.000164878,0.000410216,0.7,0.11
73,0,0.0981447,0.0210546,0.300797975,0.058077775,0.154292,6.20839e-05,-0.0006605141,0.003010187,-0.000167169,0.000400456,0.7,0.11
74,0,0.08917185,0.017210985,0.287837675,0.05100245,0.14357875,5.94548e-05,-0.0006770324,0.002905273,-0.000168968,0.000394543,0.7,0.11
75,0,0.0809277,0.01394566,0.27554625,0.0447581,0.1337025,5.75631e-05,-0.0006856425,0.002846046,-0.000170662,0.000389423,0.7,0.11
76,0,0.073574,0.0112308225,0.26380865,0.03923265,0.12446475,5.66063e-05,-0.0006950809,0.002798086,-0.000171683,0.000385073,0.7,0.11
77,0,0.06689725,0.008991315,0.252541725,0.034427625,0.1159295,5.55698e-05,-0.0007046564,0.002753052,-0.000172481,0.000381296,0.7,0.11
78,0,0.06083445,0.00708853225,0.241889825,0.03011165,0.10807375,5.48766e-05,-0.0007136138,0.002707847,-0.000173417,0.000378176,0.7,0.11
79,0,0.05544215,0.00548584225,0.231312525,0.0262907,0.10077325,5.41775e-05,-0.0007212121,0.002686229,-0.000173823,0.000375431,0.7,0.11
80,0,0.0505335,0.0041659975,0.22130415,0.0229849,0.094006275,5.36584e-05,-0.0007285876,0.002670446,-0.000174262,0.000373825,0.7,0.11
81,0,0.0460199,0.0031629685,0.21163475,0.020157425,0.087765625,5.33204e-05,-0.0007361405,0.002651436,-0.000174713,0.000372373,0.7,0.11
82,0,0.04201945,0.0022878035,0.202958025,0.01762365,0.08192565,5.27517e-05,-0.0007411748,0.002638241,-0.000175036,0.000371591,0.7,0.11
83,0,0.0383943,0.001540866,0.194525875,0.0154471,0.076564525,5.22553e-05,-0.0007477334,0.00262787,-0.000175392,0.000370706,0.7,0.11
84,0,0.03514435,0.000945505925,0.186221675,0.0135632,0.07156445,5.2018e-05,-0.0007530801,0.002624362,-0.000175741,0.000370332,0.7,0.11
85,0,0.03209475,0.00044557755,0.17848835,0.011906325,0.06694745,5.18798e-05,-0.0007556422,0.00261086799999999,-0.00017606,0.00036949,0.7,0.11
86,0,0.0293288,3.41464175e-05,0.1709125,0.010486975,0.0626585,5.16098e-05,-0.0007611088,0.002598744,-0.000176222,0.000368613,0.7,0.11
87,0,0.02684095,-0.00033803275,0.163904675,0.0092794275,0.05874055,5.14541e-05,-0.000761767,0.00258431299999999,-0.000176428,0.000368137,0.7,0.11
88,0,0.0245901,-0.000664052025,0.1571553,0.008225065,0.05504435,5.11381e-05,-0.0007643229,0.002582047,-0.000176517,0.000367885,0.7,0.11
89,0,0.0225857,-0.000992605175,0.1509616,0.007296045,0.051584925,5.08872e-05,-0.0007671063,0.002573922,-0.000176662,0.000367006,0.7,0.11
90,0,0.0207407,-0.0013215405,0.144773975,0.0065066325,0.04839965,5.07266e-05,-0.0007704422,0.002568603,-0.000176778,0.00036678,0.7,0.11
0,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
1,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
2,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
3,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
4,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
5,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
6,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
7,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
8,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
9,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
10,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
11,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
12,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
13,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
14,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
15,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
16,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
17,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
18,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
19,2,1,1,1,1,1,1,1,1,1,1,0.7,0.27
20,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
21,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
22,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
23,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
24,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
25,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
26,4,1,1,1,1,1,1,1,1,1,1,0.7,0.27
27,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
28,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
29,2,1,1,1,1,1,1,1,1,1,1,0.7,0.27
30,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
31,2,1,1,1,1,1,1,1,1,1,1,0.7,0.27
32,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
33,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
34,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
35,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
36,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
37,4,1,1,1,1,1,1,1,1,1,1,0.7,0.27
38,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
39,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
40,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
41,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
42,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
43,1,1,1,1,1,1,1,1,1,1,1,0.7,0.27
44,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
45,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
46,0,1,1,1,1,1,1,1,1,1,1,0.7,0.27
47,1,0.804536,0.702638425,0.8878311,0.770739,0.836226,0.415868,0.3434031,0.4994235,0.390461,0.441644,0.7,0.27
48,0,0.7768165,0.66601825,0.87125145,0.739513,0.81239325,0.374512,0.3056766,0.4587033,0.349193,0.400669,0.7,0.27
49,0,0.7471095,0.62764605,0.853202775,0.706295,0.78649525,0.332807,0.2681817,0.4170883,0.308382,0.358787,0.7,0.27
50,0,0.71529,0.58771685,0.8338091,0.67109675,0.75868775,0.291003,0.2258081,0.3743887,0.267618,0.316286,0.7,0.27
51,0,0.6817395,0.546132175,0.812536325,0.63418775,0.72910025,0.248816,0.1773026,0.3313424,0.224938,0.273653,0.7,0.27
52,0,0.646584,0.503506725,0.789735875,0.59570375,0.69788075,0.205407,0.1258529,0.2883328,0.17947,0.230912,0.7,0.27
53,0,0.6101035,0.4608888,0.76602555,0.55626875,0.66519675,0.160989,0.07715158,0.2459758,0.133207,0.188018,0.7,0.27
54,0,0.572915,0.418474,0.74091155,0.51631975,0.6316785,0.117982,0.03963233,0.2053624,0.0900533,0.146048,0.7,0.27
55,0,0.535374,0.3771855,0.7151757,0.476656,0.59750775,0.0798428,0.01682522,0.1669706,0.0544382,0.107533,0.7,0.27
56,0,0.4979915,0.337430075,0.6889276,0.43751075,0.56327125,0.0495805,0.005959331,0.1323752,0.0291535,0.0743203,0.7,0.27
57,0,0.4614765,0.299768225,0.662674575,0.39955475,0.52926825,0.0281074,0.001922619,0.1026951,0.013872,0.0483731,0.7,0.27
58,0,0.4259395,0.264428225,0.63632655,0.3631265,0.495733,0.0146986,0.0005689397,0.07761365,0.00597038,0.0296988,0.7,0.27
59,0,0.391744,0.2319505,0.6099331,0.32849875,0.46293675,0.00719329,8.683726e-05,0.0577002,0.0024203,0.0172816,0.7,0.27
60,0,0.3591155,0.202519075,0.5837406,0.29607975,0.431516,0.00335363,-0.0001340997,0.04245153,0.00101108,0.00969333,0.7,0.27
61,0,0.328422,0.175586775,0.558075075,0.2657205,0.40165275,0.00161092,-0.0002702062,0.03083595,0.000426126,0.00532865,0.7,0.27
62,0,0.2997285,0.151147375,0.533378575,0.2377775,0.373058,0.000852731,-0.0003662978,0.02229075,0.000167625,0.00295327,0.7,0.27
63,0,0.272961,0.1298557,0.509334375,0.211941,0.34611825,0.000480252,-0.0004379546,0.0160777,3.87486e-05,0.00177947,0.7,0.27
64,0,0.2480425,0.1109678,0.486296075,0.1886675,0.32080025,0.000297998,-0.0004862178,0.01187238,-3.55392e-05,0.00119635,0.7,0.27
65,0,0.2251205,0.09422505,0.463942025,0.1672005,0.29693,0.000202322,-0.000521887,0.00889862299999998,-8.04224e-05,0.000877311,0.7,0.27
66,0,0.2043775,0.0798006525,0.4424673,0.14782075,0.274893,0.000148104,-0.0005471939,0.00690485299999999,-0.00011026,0.000694426,0.7,0.27
67,0,0.1850885,0.06714868,0.422118725,0.130697,0.2545265,0.000117911,-0.0005684742,0.005616162,-0.000130099,0.000582007,0.7,0.27
68,0,0.1676005,0.0563163375,0.402956175,0.1151785,0.23556825,9.78062e-05,-0.0005872487,0.004688659,-0.000142833,0.000516648,0.7,0.27
69,0,0.151636,0.0469246975,0.384568475,0.1013885,0.21804925,8.4477e-05,-0.000599219,0.004029416,-0.000151218,0.000472458,0.7,0.27
70,0,0.1371685,0.0389455625,0.367026875,0.089033,0.2019135,7.56657e-05,-0.0006139763,0.00365047,-0.000157432,0.000444439,0.7,0.27
71,0,0.12414,0.032092485,0.350237925,0.0781439,0.18689725,6.9214e-05,-0.0006309126,0.00335095,-0.000161695,0.000425431,0.7,0.27
72,0,0.1122885,0.02635385,0.333978575,0.068601375,0.1730155,6.48839e-05,-0.0006444651,0.003176522,-0.000164874,0.000410246,0.7,0.27
73,0,0.101608,0.021510745,0.3183176,0.05999805,0.1604695,6.20845e-05,-0.0006603645,0.003011547,-0.000167165,0.00040048,0.7,0.27
74,0,0.09193885,0.017550495,0.3036944,0.052481275,0.148907,5.94553e-05,-0.0006769634,0.002910914,-0.000168964,0.000394637,0.7,0.27
75,0,0.08332325,0.0141866675,0.289756,0.0458843,0.138283,5.75636e-05,-0.0006853852,0.002847257,-0.000170658,0.000389445,0.7,0.27
76,0,0.0754513,0.0114101525,0.276661575,0.040124025,0.128324,5.66067e-05,-0.0006948568,0.002799256,-0.000171678,0.000385095,0.7,0.27
77,0,0.06846365,0.00909153025,0.264575025,0.03512115,0.1193425,5.55702e-05,-0.0007045815,0.002754183,-0.000172477,0.000381359,0.7,0.27
78,0,0.06210825,0.0071749365,0.2528204,0.030617875,0.11094075,5.4877e-05,-0.0007135377,0.002708947,-0.00017338,0.000378197,0.7,0.27
79,0,0.0564773,0.0055407725,0.241485125,0.02667835,0.10325675,5.41779e-05,-0.0007210722,0.002687309,-0.000173818,0.000375452,0.7,0.27
80,0,0.05137385,0.00420063925,0.23044735,0.0232977,0.09618355,5.36589e-05,-0.0007285085,0.002671506,-0.00017414,0.000373846,0.7,0.27
81,0,0.046731,0.00318724375,0.2199523,0.02036985,0.089588975,5.33237e-05,-0.0007360595,0.002652487,-0.000174708,0.000372393,0.7,0.27
82,0,0.0425572,0.002306384,0.210408175,0.017800025,0.0835135,5.27521e-05,-0.0007410927,0.002639281,-0.000175031,0.000371612,0.7,0.27
83,0,0.03883965,0.00155748375,0.201395425,0.015577175,0.07792665,5.22557e-05,-0.0007473493,0.002628901,-0.000175388,0.000370727,0.7,0.27
84,0,0.0355335,0.000957811350000001,0.19264915,0.01366205,0.07273775,5.20184e-05,-0.0007526369,0.002625392,-0.000175737,0.000370353,0.7,0.27
85,0,0.0323989,0.000452885175,0.184299175,0.01198805,0.067969325,5.18802e-05,-0.0007555571,0.00261188899999999,-0.000176055,0.00036951,0.7,0.27
86,0,0.02959835,3.7476975e-05,0.17615315,0.0105419,0.063549575,5.16102e-05,-0.0007610219,0.002599755,-0.000176208,0.000368633,0.7,0.27
87,0,0.0270623,-0.000330105,0.1687682,0.009322325,0.059530725,5.14545e-05,-0.0007616809,0.00258531299999999,-0.000176424,0.000368157,0.7,0.27
88,0,0.02475945,-0.00066303645,0.1615881,0.0082548175,0.055707175,5.11384e-05,-0.0007642349,0.002583038,-0.000176512,0.000367906,0.7,0.27
89,0,0.0227199,-0.00098980645,0.155060675,0.00732401,0.052192875,5.08876e-05,-0.0007670183,0.002574912,-0.000176657,0.000367026,0.7,0.27
90,0,0.02085655,-0.00131674175,0.14849325,0.0065298175,0.0489088,5.0727e-05,-0.0007703532,0.002569593,-0.000176773,0.0003668,0.7,0.27
0,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
1,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
2,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
3,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
4,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
5,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
6,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
7,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
8,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
9,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
10,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
11,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
12,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
13,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
14,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
15,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
16,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
17,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
18,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
19,2,1,1,1,1,1,1,1,1,1,1,0.7,19.2
20,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
21,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
22,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
23,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
24,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
25,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
26,4,1,1,1,1,1,1,1,1,1,1,0.7,19.2
27,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
28,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
29,2,1,1,1,1,1,1,1,1,1,1,0.7,19.2
30,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
31,2,1,1,1,1,1,1,1,1,1,1,0.7,19.2
32,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
33,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
34,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
35,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
36,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
37,4,1,1,1,1,1,1,1,1,1,1,0.7,19.2
38,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
39,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
40,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
41,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
42,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
43,1,1,1,1,1,1,1,1,1,1,1,0.7,19.2
44,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
45,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
46,0,1,1,1,1,1,1,1,1,1,1,0.7,19.2
47,1,0.9060135,0.834142,0.9573462,0.882827,0.92625625,0.606661,0.5309086,0.6871409,0.57974,0.633555,0.7,19.2
48,0,0.883335,0.8006019,0.9458081,0.85631625,0.90764225,0.555836,0.4790602,0.6401322,0.528602,0.583523,0.7,19.2
49,0,0.8569895,0.76217095,0.931918825,0.8257515,0.88584075,0.500136,0.4125713,0.5885234,0.471214,0.529094,0.7,19.2
50,0,0.826497,0.718426525,0.9156405,0.790538,0.86045425,0.436576,0.3312186,0.53178,0.403317,0.468586,0.7,19.2
51,0,0.791738,0.670015825,0.896752175,0.750571,0.83121975,0.364458,0.2427909,0.4700485,0.325741,0.401037,0.7,19.2
52,0,0.7529265,0.61734625,0.875094725,0.70659375,0.7982075,0.287257,0.1583208,0.4039519,0.244737,0.327677,0.7,19.2
53,0,0.7107865,0.5619865,0.850678575,0.65912575,0.761702,0.211697,0.08891884,0.3355491,0.168649,0.253952,0.7,19.2
54,0,0.665986,0.506077475,0.823953825,0.609631,0.722676,0.145005,0.04257633,0.2695614,0.105912,0.185906,0.7,19.2
55,0,0.619631,0.45118535,0.794964425,0.55923575,0.68148025,0.0919481,0.01730508,0.209362,0.0600463,0.128847,0.7,19.2
56,0,0.5729005,0.39858145,0.764503175,0.50935275,0.639625,0.0541627,0.00602326,0.1586072,0.0307404,0.0844348,0.7,19.2
57,0,0.526812,0.349354425,0.73295975,0.46070975,0.59734625,0.0295345,0.001923758,0.1178301,0.0142132,0.0525754,0.7,19.2
58,0,0.4821465,0.304148975,0.7014902,0.41438575,0.556021,0.0150777,0.0005694319,0.08662011,0.00603126,0.0312659,0.7,19.2
59,0,0.4394405,0.263080725,0.670094675,0.37109,0.5158165,0.00728231,8.776566e-05,0.06235438,0.00243034,0.0177812,0.7,19.2
60,0,0.3995045,0.2263303,0.63936955,0.330863,0.477312,0.0033722,-0.0001339716,0.04499996,0.00101245,0.00984474,0.7,19.2
61,0,0.362119,0.193817975,0.608752675,0.294171,0.4405775,0.00161452,-0.000270136,0.03212119,0.000426648,0.00537608,0.7,19.2
62,0,0.3272675,0.165304225,0.578612925,0.26052475,0.40638425,0.000853783,-0.000366195,0.0229686,0.000167829,0.0029648,0.7,19.2
63,0,0.295563,0.140209125,0.55038145,0.2301675,0.37430625,0.000480658,-0.0004379355,0.01636897,3.87487e-05,0.00178347,0.7,19.2
64,0,0.2667865,0.11864625,0.52295275,0.202916,0.34457525,0.000298135,-0.0004861938,0.01202023,-3.55369e-05,0.00119759,0.7,19.2
65,0,0.240284,0.100120975,0.497116475,0.17879025,0.316986,0.000202489,-0.0005218569,0.008987388,-8.03929e-05,0.00087788,0.7,19.2
66,0,0.216432,0.083834395,0.47215415,0.15686375,0.29178975,0.000148119,-0.0005471638,0.00693402899999999,-0.000110217,0.000694957,0.7,19.2
67,0,0.1950985,0.07019851,0.448579175,0.13761525,0.26854725,0.000117913,-0.0005684412,0.005645594,-0.000130095,0.000582203,0.7,19.2
68,0,0.1756215,0.058498135,0.426468525,0.1206355,0.247393,9.78072e-05,-0.0005872137,0.004693483,-0.000142831,0.000516717,0.7,19.2
69,0,0.1580745,0.0484432425,0.40576545,0.10558325,0.22793725,8.44777e-05,-0.000599183,0.004034631,-0.000151216,0.000472652,0.7,19.2
70,0,0.1424345,0.0400091275,0.3861912,0.092281675,0.21020325,7.56931e-05,-0.0006139374,0.003653548,-0.000157417,0.000444459,0.7,19.2
71,0,0.128329,0.0328504825,0.367594375,0.0806499,0.193883,6.92183e-05,-0.0006308662,0.00335245,-0.000161692,0.000425449,0.7,19.2
72,0,0.11572,0.0268878875,0.349647,0.070489325,0.178936,6.48843e-05,-0.0006444231,0.003179124,-0.000164868,0.000410276,0.7,19.2
73,0,0.1043675,0.0219044775,0.33265455,0.0614724,0.1654115,6.20849e-05,-0.0006603204,0.003013475,-0.000167162,0.000400496,0.7,19.2
74,0,0.0942044,0.0178178475,0.31619925,0.053596875,0.15301125,5.94557e-05,-0.0006768373,0.002914276,-0.000168961,0.000394653,0.7,19.2
75,0,0.0850562,0.0143591475,0.30120325,0.0467597,0.14174875,5.7564e-05,-0.0006852113,0.002848086,-0.000170631,0.000389461,0.7,19.2
76,0,0.0769133,0.011534225,0.287136,0.040779225,0.13137025,5.66071e-05,-0.0006948078,0.002800056,-0.000171675,0.00038511,0.7,19.2
77,0,0.0696313,0.009169605,0.273832725,0.0356031,0.1218415,5.55706e-05,-0.0007045314,0.002756161,-0.000172474,0.000381383,0.7,19.2
78,0,0.06301845,0.00723711525,0.261227675,0.031013925,0.113092,5.48774e-05,-0.0007134867,0.002709688,-0.000173377,0.000378283,0.7,19.2
79,0,0.05720765,0.005583247,0.2492601,0.0269599,0.10503675,5.41782e-05,-0.0007209772,0.002688039,-0.000173815,0.000375466,0.7,19.2
80,0,0.05198745,0.0042313585,0.2373543,0.023505375,0.097725575,5.36591e-05,-0.0007284545,0.002672236,-0.000174137,0.00037386,0.7,19.2
81,0,0.04723075,0.0032181135,0.226252775,0.0205218,0.090940025,5.33259e-05,-0.0007360045,0.002653197,-0.000174695,0.000372408,0.7,19.2
82,0,0.04295325,0.00232472575,0.21609305,0.0179289,0.084694475,5.27524e-05,-0.0007410367,0.002639991,-0.000175028,0.000371626,0.7,19.2
83,0,0.03918725,0.0015652635,0.206584375,0.0156693,0.07891895,5.22559e-05,-0.0007472932,0.002629601,-0.000175384,0.000370741,0.7,19.2
84,0,0.03578815,0.0009632726,0.197419125,0.01373235,0.07358105,5.20186e-05,-0.0007525015,0.002626092,-0.000175734,0.000370367,0.7,19.2
85,0,0.03261735,0.0004574846,0.188556925,0.012040925,0.06869465,5.18804e-05,-0.0007554991,0.00261257899999999,-0.000176052,0.000369524,0.7,19.2
86,0,0.02978535,4.37880725e-05,0.180106,0.01058205,0.06418055,5.16104e-05,-0.0007609638,0.00260043499999999,-0.000176204,0.000368708,0.7,19.2
87,0,0.02721965,-0.00032616875,0.17233625,0.009352005,0.060068925,5.14548e-05,-0.0007616219,0.00258599299999999,-0.00017642,0.000368171,0.7,19.2
88,0,0.0248746,-0.00066039765,0.164854925,0.00827536,0.056177625,5.11387e-05,-0.0007641736,0.002583717,-0.000176509,0.000367919,0.7,19.2
89,0,0.02282345,-0.00098763495,0.15799685,0.00734134,0.052596175,5.08879e-05,-0.0007669592,0.002575583,-0.000176654,0.00036704,0.7,19.2
90,0,0.02094145,-0.001314485,0.1512081,0.00654227,0.0492573,5.07273e-05,-0.0007702932,0.002570263,-0.00017677,0.000366814,0.7,19.2
0,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
1,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
2,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
3,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
4,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
5,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
6,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
7,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
8,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
9,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
10,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
11,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
12,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
13,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
14,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
15,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
16,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
17,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
18,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
19,2,1,1,1,1,1,1,1,1,1,1,1.2,0.11
20,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
21,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
22,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
23,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
24,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
25,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
26,4,1,1,1,1,1,1,1,1,1,1,1.2,0.11
27,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
28,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
29,2,1,1,1,1,1,1,1,1,1,1,1.2,0.11
30,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
31,2,1,1,1,1,1,1,1,1,1,1,1.2,0.11
32,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
33,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
34,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
35,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
36,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
37,4,1,1,1,1,1,1,1,1,1,1,1.2,0.11
38,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
39,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
40,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
41,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
42,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
43,1,1,1,1,1,1,1,1,1,1,1,1.2,0.11
44,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
45,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
46,0,1,1,1,1,1,1,1,1,1,1,1.2,0.11
47,1,0.8268695,0.7284036,0.898104775,0.79562975,0.8549155,0.382542,0.3107212,0.478732,0.357279,0.409048,1.2,0.11
48,0,0.8047995,0.69544295,0.88627525,0.769601,0.83657425,0.345935,0.2736833,0.4411382,0.32041,0.373024,1.2,0.11
49,0,0.780955,0.6608338,0.873266375,0.7417585,0.8167365,0.308867,0.2396692,0.4039133,0.283285,0.336229,1.2,0.11
50,0,0.7554545,0.624894225,0.859386925,0.712148,0.79545025,0.271654,0.2079741,0.3662744,0.246835,0.299044,1.2,0.11
51,0,0.728431,0.587569225,0.844334675,0.680904,0.77276475,0.235236,0.1739309,0.3287151,0.212098,0.261928,1.2,0.11
52,0,0.6998675,0.5490656,0.8283915,0.64839375,0.748647,0.200239,0.1358161,0.2914586,0.178016,0.225633,1.2,0.11
53,0,0.669939,0.510150325,0.811644575,0.61468275,0.72352425,0.166052,0.09475698,0.2552309,0.142835,0.190682,1.2,0.11
54,0,0.639166,0.471563225,0.79406945,0.579934,0.6971455,0.131662,0.05568702,0.2202153,0.106847,0.156991,1.2,0.11
55,0,0.6076195,0.433104075,0.7760896,0.5449045,0.6699875,0.0979817,0.02630199,0.1869471,0.0722792,0.124356,1.2,0.11
56,0,0.5758165,0.39551025,0.757419475,0.50978225,0.6419545,0.0671509,0.00988824,0.1559918,0.0428832,0.093628,1.2,0.11
